123,123,,,,,
0.000228772,0.490213544,,,,,
0.000122773,0.266633584,,,,,
0.000387854,0.204173438,,,,,
0.000427124,0.144853554,,,,,
0.000297791,0.119464695,,,,,
0.000448193,0.104326607,,,,,
0.000344948,0.096880924,,,,,
0.000537914,0.087912144,,,,,
0.000488556,0.076404197,,,,,
0.000427521,0.068408267,,,,,
0.000535249,0.062485749,,,,,
0.000583773,0.058782233,,,,,
0.000495262,0.057102151,,,,,
0.000550174,0.054429884,,,,,
0.000644368,0.051298518,,,,,
0.000421185,0.049667874,,,,,
0.000435249,0.0459702,,,,,
0.000773762,0.045239693,,,,,
0.000463232,0.045265388,,,,,
0.000475638,0.042620413,,,,,
0.000896885,0.039758524,,,,,
0.00067866,0.038305361,,,,,
0.000557531,0.037529923,,,,,
0.000890582,0.036170806,,,,,
0.000502607,0.034169677,,,,,
0.000584162,0.03452796,,,,,
0.000636643,0.033130542,,,,,
0.00071501,0.032724062,,,,,
0.000772736,0.030337195,,,,,
0.000666703,0.030912165,,,,,
0.000849788,0.029659924,,,,,
0.00264038,0.030076774,,,,,
0.000749192,0.028141683,,,,,
0.000632607,0.027477423,,,,,
0.00056163,0.027093854,,,,,
0.000825934,0.026979057,,,,,
0.000994863,0.025576683,,,,,
0.000943222,0.025500342,,,,,
0.001131545,0.025302665,,,,,
0.001537149,0.024968824,,,,,
0.017681863,0.031485269,,,,,
0.005187701,0.02592593,,,,,
0.004620443,0.024423689,,,,,
0.001659995,0.023439261,,,,,
0.000827376,0.023272067,,,,,
0.001539643,0.022829803,,,,,
0.00157667,0.022164821,,,,,
0.007253149,0.022513536,,,,,
0.000985551,0.021743061,,,,,
0.001269111,0.020927635,,,,,
0.006888178,0.022332333,,,,,
0.008545727,0.02254487,,,,,
0.014076506,0.025009611,,,,,
0.00665779,0.021281042,,,,,
0.001140421,0.019510258,,,,,
0.006832915,0.020411464,,,,,
0.001438636,0.019226102,,,,,
0.001925497,0.019174911,,,,,
0.002136604,0.019019105,,,,,
0.004100881,0.019524241,,,,,
0.000841367,0.019092147,,,,,
0.001255076,0.018413933,,,,,
0.018155219,0.026567032,,,,,
0.001252515,0.018717673,,,,,
0.000976394,0.018113861,,,,,
0.025017183,0.030440694,,,,,
0.001259394,0.017953939,,,,,
0.002632122,0.017450416,,,,,
0.000912412,0.017277743,,,,,
0.002680968,0.017509218,,,,,
0.002055158,0.016924537,,,,,
0.010203008,0.01965873,,,,,
0.001064249,0.016238113,,,,,
0.004775973,0.017541352,,,,,
0.001900002,0.01577903,,,,,
0.002210806,0.016077717,,,,,
0.001001327,0.015836488,,,,,
0.001340421,0.015371272,,,,,
0.000941212,0.01603505,,,,,
0.000855006,0.015794928,,,,,
5.27E-05,0.000140583,,,,,
5.13E-05,0.000109921,,,,,
3.73E-05,8.77E-05,,,,,
4.05E-05,9.05E-05,,,,,
3.12E-05,7.93E-05,,,,,
2.68E-05,6.79E-05,,,,,
2.39E-05,6.15E-05,,,,,
1.91E-05,5.49E-05,,,,,
2.41E-05,5.89E-05,,,,,
2.00E-05,5.29E-05,,,,,
1.85E-05,4.63E-05,,,,,
2.01E-05,4.77E-05,,,,,
2.48E-05,4.81E-05,,,,,
1.93E-05,4.24E-05,,,,,
2.16E-05,4.29E-05,,,,,
1.79E-05,3.96E-05,,,,,
1.75E-05,3.86E-05,,,,,
2.05E-05,4.18E-05,,,,,
1.89E-05,4.13E-05,,,,,
2.01E-05,4.21E-05,,,,,
1.91E-05,4.01E-05,,,,,
1.65E-05,3.83E-05,,,,,
1.66E-05,3.78E-05,,,,,
1.84E-05,3.81E-05,,,,,
1.72E-05,3.63E-05,,,,,
1.77E-05,3.44E-05,,,,,
1.87E-05,3.23E-05,,,,,
1.74E-05,3.09E-05,,,,,
1.74E-05,3.20E-05,,,,,
1.57E-05,3.09E-05,,,,,
1.43E-05,2.78E-05,,,,,
1.65E-05,2.90E-05,,,,,
1.60E-05,3.01E-05,,,,,
1.51E-05,3.11E-05,,,,,
1.70E-05,2.95E-05,,,,,
1.63E-05,3.06E-05,,,,,
1.44E-05,2.77E-05,,,,,
1.38E-05,2.95E-05,,,,,
1.33E-05,2.67E-05,,,,,
1.58E-05,2.91E-05,,,,,
1.71E-05,3.13E-05,,,,,
1.43E-05,2.81E-05,,,,,
1.54E-05,2.87E-05,,,,,
1.48E-05,2.68E-05,,,,,
1.62E-05,2.95E-05,,,,,
1.48E-05,2.63E-05,,,,,
1.45E-05,2.98E-05,,,,,
1.45E-05,2.76E-05,,,,,
1.38E-05,2.82E-05,,,,,
1.52E-05,2.93E-05,,,,,
1.40E-05,2.79E-05,,,,,
1.63E-05,3.10E-05,,,,,
1.34E-05,2.91E-05,,,,,
1.49E-05,2.84E-05,,,,,
1.37E-05,2.82E-05,,,,,
1.49E-05,2.90E-05,,,,,
1.42E-05,2.79E-05,,,,,
1.38E-05,2.76E-05,,,,,
1.42E-05,3.07E-05,,,,,
1.55E-05,3.24E-05,,,,,
1.46E-05,2.91E-05,,,,,
1.35E-05,2.89E-05,,,,,
1.29E-05,2.88E-05,,,,,
1.34E-05,2.79E-05,,,,,
1.35E-05,2.85E-05,,,,,
1.31E-05,2.84E-05,,,,,
1.26E-05,2.66E-05,,,,,
1.28E-05,2.73E-05,,,,,
1.36E-05,2.99E-05,,,,,
1.30E-05,2.80E-05,,,,,
1.33E-05,2.84E-05,,,,,
1.38E-05,2.76E-05,,,,,
1.30E-05,2.65E-05,,,,,
1.37E-05,2.77E-05,,,,,
1.36E-05,2.66E-05,,,,,
1.40E-05,2.61E-05,,,,,
1.36E-05,2.69E-05,,,,,
1.29E-05,2.38E-05,,,,,
1.34E-05,2.41E-05,,,,,
1.37E-05,2.47E-05,,,,,
4.53E-05,0.000326528,,,,,
4.25E-05,0.000215722,,,,,
4.11E-05,0.000176793,,,,,
3.62E-05,0.000161408,,,,,
4.11E-05,0.000138573,,,,,
3.55E-05,0.000129196,,,,,
3.46E-05,0.000119784,,,,,
3.23E-05,0.000114178,,,,,
3.25E-05,0.000108338,,,,,
2.50E-05,0.000106394,,,,,
2.84E-05,9.72E-05,,,,,
3.31E-05,0.000100595,,,,,
2.85E-05,9.36E-05,,,,,
2.83E-05,9.40E-05,,,,,
2.76E-05,8.66E-05,,,,,
2.98E-05,8.42E-05,,,,,
2.62E-05,8.32E-05,,,,,
2.78E-05,7.92E-05,,,,,
2.47E-05,7.50E-05,,,,,
2.97E-05,8.10E-05,,,,,
2.50E-05,8.08E-05,,,,,
2.64E-05,7.47E-05,,,,,
2.48E-05,7.28E-05,,,,,
2.33E-05,6.84E-05,,,,,
2.61E-05,6.80E-05,,,,,
2.53E-05,6.56E-05,,,,,
2.51E-05,6.46E-05,,,,,
1.97E-05,5.77E-05,,,,,
2.53E-05,6.29E-05,,,,,
2.54E-05,6.19E-05,,,,,
2.64E-05,6.47E-05,,,,,
2.25E-05,5.91E-05,,,,,
2.27E-05,5.69E-05,,,,,
2.27E-05,5.86E-05,,,,,
2.26E-05,5.71E-05,,,,,
2.20E-05,5.94E-05,,,,,
2.24E-05,5.80E-05,,,,,
2.12E-05,5.58E-05,,,,,
2.34E-05,5.60E-05,,,,,
2.11E-05,5.20E-05,,,,,
2.54E-05,5.62E-05,,,,,
2.21E-05,5.02E-05,,,,,
2.23E-05,5.20E-05,,,,,
2.36E-05,5.25E-05,,,,,
2.23E-05,5.14E-05,,,,,
2.35E-05,4.94E-05,,,,,
2.19E-05,5.04E-05,,,,,
2.56E-05,5.23E-05,,,,,
2.17E-05,4.94E-05,,,,,
2.24E-05,4.98E-05,,,,,
2.19E-05,4.87E-05,,,,,
2.19E-05,4.92E-05,,,,,
2.34E-05,5.12E-05,,,,,
2.31E-05,5.33E-05,,,,,
2.18E-05,4.93E-05,,,,,
2.22E-05,5.15E-05,,,,,
2.28E-05,5.10E-05,,,,,
2.28E-05,4.94E-05,,,,,
2.13E-05,5.03E-05,,,,,
2.08E-05,5.16E-05,,,,,
1.94E-05,4.71E-05,,,,,
2.23E-05,5.03E-05,,,,,
2.20E-05,5.03E-05,,,,,
2.09E-05,4.84E-05,,,,,
2.10E-05,4.89E-05,,,,,
2.13E-05,5.05E-05,,,,,
2.03E-05,4.98E-05,,,,,
2.04E-05,4.67E-05,,,,,
2.11E-05,4.80E-05,,,,,
2.18E-05,4.83E-05,,,,,
2.16E-05,4.77E-05,,,,,
2.19E-05,4.72E-05,,,,,
2.14E-05,4.80E-05,,,,,
1.99E-05,4.52E-05,,,,,
2.14E-05,4.73E-05,,,,,
2.12E-05,4.19E-05,,,,,
2.15E-05,4.23E-05,,,,,
2.10E-05,4.32E-05,,,,,
2.09E-05,4.31E-05,,,,,
5.86E-05,0.000418669,,,,,
5.69E-05,0.00029079,,,,,
5.90E-05,0.000256919,,,,,
4.99E-05,0.00022127,,,,,
5.72E-05,0.000189431,,,,,
5.42E-05,0.000171469,,,,,
4.38E-05,0.000150094,,,,,
4.85E-05,0.000147767,,,,,
4.83E-05,0.000142247,,,,,
4.10E-05,0.000132138,,,,,
4.10E-05,0.000116193,,,,,
4.46E-05,0.000114455,,,,,
3.79E-05,0.000110739,,,,,
3.23E-05,9.47E-05,,,,,
2.91E-05,9.57E-05,,,,,
3.62E-05,0.00010266,,,,,
3.67E-05,0.000102394,,,,,
3.62E-05,9.74E-05,,,,,
3.83E-05,9.01E-05,,,,,
3.47E-05,9.35E-05,,,,,
3.08E-05,9.05E-05,,,,,
3.54E-05,8.66E-05,,,,,
3.46E-05,8.95E-05,,,,,
3.67E-05,8.36E-05,,,,,
3.26E-05,7.95E-05,,,,,
3.43E-05,7.89E-05,,,,,
3.08E-05,7.57E-05,,,,,
2.91E-05,7.06E-05,,,,,
2.80E-05,7.16E-05,,,,,
3.25E-05,7.56E-05,,,,,
2.98E-05,7.22E-05,,,,,
2.54E-05,6.63E-05,,,,,
2.71E-05,6.80E-05,,,,,
2.91E-05,6.89E-05,,,,,
2.77E-05,6.76E-05,,,,,
3.12E-05,6.86E-05,,,,,
3.33E-05,6.60E-05,,,,,
2.98E-05,6.25E-05,,,,,
2.87E-05,5.97E-05,,,,,
2.67E-05,6.03E-05,,,,,
3.00E-05,6.35E-05,,,,,
3.42E-05,6.56E-05,,,,,
2.66E-05,5.78E-05,,,,,
3.17E-05,6.08E-05,,,,,
2.49E-05,5.53E-05,,,,,
2.88E-05,5.62E-05,,,,,
2.83E-05,5.58E-05,,,,,
2.91E-05,5.33E-05,,,,,
2.61E-05,5.15E-05,,,,,
2.75E-05,5.16E-05,,,,,
2.70E-05,4.96E-05,,,,,
2.76E-05,5.14E-05,,,,,
2.64E-05,5.10E-05,,,,,
2.59E-05,5.13E-05,,,,,
2.66E-05,5.04E-05,,,,,
2.71E-05,4.99E-05,,,,,
2.34E-05,4.79E-05,,,,,
2.74E-05,5.12E-05,,,,,
2.39E-05,4.80E-05,,,,,
2.80E-05,4.75E-05,,,,,
2.49E-05,4.72E-05,,,,,
2.59E-05,5.02E-05,,,,,
2.75E-05,4.80E-05,,,,,
3.43E-05,5.31E-05,,,,,
3.01E-05,5.13E-05,,,,,
2.52E-05,4.92E-05,,,,,
2.46E-05,4.85E-05,,,,,
2.57E-05,4.83E-05,,,,,
2.59E-05,4.86E-05,,,,,
2.64E-05,4.87E-05,,,,,
2.45E-05,4.84E-05,,,,,
2.56E-05,4.69E-05,,,,,
2.57E-05,4.81E-05,,,,,
2.46E-05,4.35E-05,,,,,
2.49E-05,4.73E-05,,,,,
2.43E-05,4.60E-05,,,,,
2.70E-05,4.87E-05,,,,,
2.40E-05,4.31E-05,,,,,
6.76E-05,0.000451507,,,,,
7.20E-05,0.000318143,,,,,
6.76E-05,0.000277557,,,,,
6.31E-05,0.000232852,,,,,
5.98E-05,0.000208797,,,,,
5.54E-05,0.000185526,,,,,
6.36E-05,0.000173928,,,,,
4.31E-05,0.00014882,,,,,
7.08E-05,0.000166155,,,,,
4.85E-05,0.000151286,,,,,
4.66E-05,0.000129522,,,,,
4.94E-05,0.000126117,,,,,
4.13E-05,0.000106841,,,,,
4.58E-05,0.000121245,,,,,
4.73E-05,0.000109773,,,,,
4.54E-05,0.000115969,,,,,
4.23E-05,0.000113307,,,,,
3.91E-05,0.000106911,,,,,
3.90E-05,0.000104787,,,,,
4.70E-05,0.000103437,,,,,
3.82E-05,0.000102848,,,,,
3.98E-05,9.80E-05,,,,,
3.32E-05,8.90E-05,,,,,
3.69E-05,8.89E-05,,,,,
4.34E-05,9.95E-05,,,,,
3.61E-05,8.14E-05,,,,,
3.93E-05,8.80E-05,,,,,
3.17E-05,8.16E-05,,,,,
3.66E-05,8.47E-05,,,,,
3.06E-05,8.00E-05,,,,,
3.27E-05,8.35E-05,,,,,
3.06E-05,7.70E-05,,,,,
3.16E-05,7.90E-05,,,,,
3.16E-05,7.08E-05,,,,,
3.14E-05,6.86E-05,,,,,
3.52E-05,7.13E-05,,,,,
3.02E-05,6.66E-05,,,,,
3.64E-05,7.21E-05,,,,,
3.24E-05,6.68E-05,,,,,
2.95E-05,6.63E-05,,,,,
3.44E-05,6.94E-05,,,,,
3.40E-05,7.03E-05,,,,,
3.21E-05,6.60E-05,,,,,
3.12E-05,6.66E-05,,,,,
3.59E-05,7.00E-05,,,,,
3.08E-05,6.08E-05,,,,,
3.37E-05,6.29E-05,,,,,
3.01E-05,6.10E-05,,,,,
3.37E-05,6.84E-05,,,,,
3.14E-05,6.18E-05,,,,,
3.19E-05,6.22E-05,,,,,
3.11E-05,6.36E-05,,,,,
3.13E-05,6.49E-05,,,,,
6.09E-05,8.67E-05,,,,,
3.12E-05,6.50E-05,,,,,
3.33E-05,6.69E-05,,,,,
3.12E-05,6.50E-05,,,,,
3.22E-05,6.70E-05,,,,,
2.83E-05,6.26E-05,,,,,
3.37E-05,6.60E-05,,,,,
2.88E-05,6.06E-05,,,,,
2.94E-05,6.15E-05,,,,,
